chapter_file,chapter_index,title,line_number,raw_text,normalized_text,context_before,context_after,keyword_score,tfidf_similarity,fuzzy_similarity,final_score,matched_seed,category,decision
converted/Super Gene/chapters/2026-chapter-2025-silver-winged-beetle.md,2026,Chapter 2025 - Silver Winged Beetle,94,Mutant Xenogeneic Earl hunted. Silver Winged Beetle: xenogeneic gene found. Obtained mutant Silver Winged Beetle beast soul.,mutant xenogeneic earl hunted. silver winged beetle: xenogeneic gene found. obtained mutant silver winged beetle beast soul.,,,0.9500000000000001,0.2004,0.7333,0.4893,Mutant Xenogeneic Marquise killed. Petrified Demon Cow: mutant xenogeneic gene found. Obtained mutant xenogeneic beast soul.,xenogeneic_gene,review
converted/Super Gene/chapters/2699-chapter-2698-demonic-beast-soul.md,2699,Chapter 2698 - Demonic Beast Soul,60,Mutant deified xenogeneic killed: Red Blood Demon. Xenogeneic gene found. Obtained Red Blood Demon beast soul.,mutant deified xenogeneic killed: red blood demon. xenogeneic gene found. obtained red blood demon beast soul.,,,0.9500000000000001,0.1767,0.8366,0.4879,Mutant Deified Xenogeneic Hunted: Blood Eye Evil God. Mutant Xenogeneic Gene Found. Obtained Blood Eye Evil God Beast Soul.,xenogeneic_gene,review
converted/Super Gene/chapters/1975-chapter-1974-spell-becomes-strong.md,1975,Chapter 1974 - Spell Becomes Strong,92,Xenogeneic Earl hunted. Jade Ghost Claw Beast: xenogeneic gene found. Obtained Jade Ghost Claw Beast beast soul.,xenogeneic earl hunted. jade ghost claw beast: xenogeneic gene found. obtained jade ghost claw beast beast soul.,,,0.9500000000000001,0.1719,0.8434,0.4859,Xenogeneic Earl Hunted. Forest Bird: Xenogeneic Gene Found.,xenogeneic_gene,review
converted/Super Gene/chapters/213-chapter-213-holy-angel.md,213,Chapter 213 : Holy Angel,78,Sacred-blood creature Holy Angel killed. Beast soul of sacred-blood holy angel gained. Meat inedible.”,"sacred blood creature holy angel killed. beast soul of sacred blood holy angel gained. meat inedible.""",,,0.65,0.3143,0.9,0.4853,Sacred-Blood Creature Ghost Butterfly Killed. Beast Soul Of Sacred-Blood Ghost Butterfly Gained. Meat Inedible.,beast_soul_result,review
converted/Super Gene/chapters/2221-chapter-2220-stealing-the-stone-slab.md,2221,Chapter 2220 - Stealing the Stone Slab,76,Xenogeneic Viscount Finger Fire Crow killed. Xenogeneic gene found. Obtained Finger Fire Crow beast soul.,xenogeneic viscount finger fire crow killed. xenogeneic gene found. obtained finger fire crow beast soul.,,,0.9500000000000001,0.1647,0.8687,0.4848,Xenogeneic Duke hunted. Xenogeneic gene found. Obtained beast soul.,xenogeneic_gene,review
converted/Super Gene/chapters/1402-chapter-1401-the-wall-of-destiny.md,1402,Chapter 1401 - The Wall of Destiny,100,Nine-Sky Fruit consumed; Sacred Geno Point +1.,nine sky fruit consumed; sacred geno point +1.,,,0.55,0.3397,1.0,0.482,Sacred-Geno Point +1.,geno_point_gain,review
converted/Super Gene/chapters/1761-chapter-1760-golden-growler-evolves.md,1761,Chapter 1760 - Golden Growler Evolves,38,Xenogeneic Viscount hunted; xenogeneic gene found: Ghost Eye Beast.,xenogeneic viscount hunted; xenogeneic gene found: ghost eye beast.,,,0.30000000000000004,0.489,0.8214,0.4722,Xenogeneic Viscount Hunted; Xenogeneic Gene Found: Old Elephant Man,xenogeneic_gene,review
converted/Super Gene/chapters/2751-chapter-2750-powerful-slashing-and-killing.md,2751,Chapter 2750 - Powerful Slashing and Killing,60,Xenogeneic transmutation deified killed: Space Electric Eel. Deified xenogeneic gene found. Obtained Space Electric Eel beast soul.,xenogeneic transmutation deified killed: space electric eel. deified xenogeneic gene found. obtained space electric eel beast soul.,,,0.9500000000000001,0.1579,0.7969,0.4722,Xenogeneic deified hunted. Time Ghost: Deified xenogeneic gene found. Obtained Time Ghost deified beast soul.,xenogeneic_gene,review
converted/Super Gene/chapters/693-chapter-692-absorbing-the-super-geno-essence.md,693,Chapter 692 : Absorbing the Super Geno Essence,96,Son of God,son of god,,,0.1,0.6005,0.75,0.4683,Tenth Son Of God.,unknown_voice,review
converted/Super Gene/chapters/1949-chapter-1948-soul-armour.md,1949,Chapter 1948 - Soul Armour,44,Marquise-class xenogeneic hunted: Four-Faced Eight-Armed Buddha. Four-Faced Eight-Armed Buddha beast soul obtained. Xenogeneic gene found.,marquise class xenogeneic hunted: four faced eight armed buddha. four faced eight armed buddha beast soul obtained. xenogeneic gene found.,,,0.9500000000000001,0.1247,0.86,0.4605,Xenogeneic Baron Hunted; Xenogeneic Gene Found. Xenogeneic Beast Soul Obtained.,xenogeneic_gene,review
converted/Super Gene/chapters/1246-chapter-1245-three-life-fruit.md,1246,Chapter 1245 - Three-Life Fruit,92,Super-class Twin-Thunder Knight *‘possession type’* beast soul obtained.,super class twin thunder knight 'possession type' beast soul obtained.,,,0.5,0.3239,1.0,0.4578,Super Twin-Thunder Knight Beast Soul Obtained.,beast_soul_result,review
converted/Super Gene/chapters/972-chapter-971-mutant-sabertooth-bee.md,972,Chapter 971 - Mutant Sabertooth Bee,84,Mutant Class Sabertooth Bee Consumed: Mutant Geno Points +1.,mutant class sabertooth bee consumed: mutant geno points +1.,,,0.65,0.2953,0.7447,0.4557,"Mutant Tank Ant Consumed, Mutant Geno Points +1.",geno_point_gain,review
converted/Super Gene/chapters/213-chapter-213-holy-angel.md,213,Chapter 213 : Holy Angel,78,Sacred-blood creature Holy Angel killed. Beast soul of sacred-blood holy angel gained.,sacred blood creature holy angel killed. beast soul of sacred blood holy angel gained.,,,0.65,0.2567,0.9027,0.4522,Sacred-Blood Creature Ghost Butterfly Killed. Beast Soul Of Sacred-Blood Ghost Butterfly Gained. Meat Inedible.,beast_soul_result,review
