chapter_file,chapter_index,title,line_number,raw_text,normalized_text,context_before,context_after,keyword_score,tfidf_similarity,fuzzy_similarity,final_score,matched_seed,category,decision
converted/Super Gene/chapters/314-chapter-314-mushu.md,314,Chapter 314 : Mushu,54,Mutant creature swamp buffalo killed. No beast soul gained. Eat its meat to gain 0 to 10 mutant geno points randomly.,mutant creature swamp buffalo killed. no beast soul gained. eat its meat to gain 0 to 10 mutant geno points randomly.,,,0.85,1.0,1.0,0.955,Mutant Creature Swamp Buffalo Killed. No Beast Soul Gained. Eat Its Meat To Gain 0 To 10 Mutant Geno Points Randomly.,beast_soul_result,likely
converted/Super Gene/chapters/315-chapter-315-tornado-wolf.md,315,Chapter 315 : Tornado Wolf,76,Sacred-blood creature tornado wolf killed. Beast soul of tornado wolf gained. Eat its meat to gain 0 to 10 sacred geno points randomly.,sacred blood creature tornado wolf killed. beast soul of tornado wolf gained. eat its meat to gain 0 to 10 sacred geno points randomly.,,,0.85,1.0,1.0,0.955,Sacred-Blood Creature Tornado Wolf Killed. Beast Soul Of Tornado Wolf Gained. Eat Its Meat To Gain 0 To 10 Sacred Geno Points Randomly.,beast_soul_result,likely
converted/Super Gene/chapters/334-chapter-334-underground-river.md,334,Chapter 334 : Underground River,28,Sacred-blood creature copper demon killed. No beast soul gained. Drink its blood to gain 0 to 10 sacred geno points randomly.,sacred blood creature copper demon killed. no beast soul gained. drink its blood to gain 0 to 10 sacred geno points randomly.,,,0.85,1.0,1.0,0.955,Sacred-Blood Creature Copper Demon Killed. No Beast Soul Gained. Drink Its Blood To Gain 0 To 10 Sacred Geno Points Randomly.,beast_soul_result,likely
converted/Super Gene/chapters/391-chapter-390-killing-a-sacred-blood-creature-you-don-t-even-see.md,391,Chapter 390 : Killing a Sacred-blood Creature You Don\u2019t Even See,60,Sacred-blood creature black-feathered beast king killed. Beast soul of black-feathered beast king gained. Eat its meat to gain 0 to 10 sacred geno points.,sacred blood creature black feathered beast king killed. beast soul of black feathered beast king gained. eat its meat to gain 0 to 10 sacred geno points.,,,0.85,1.0,1.0,0.955,Sacred-Blood Creature Black-Feathered Beast King Killed. Beast Soul Of Black-Feathered Beast King Gained. Eat Its Meat To Gain 0 To 10 Sacred Geno Points.,beast_soul_result,likely
converted/Super Gene/chapters/440-chapter-439-snow-spider.md,440,Chapter 439 : Snow Spider,76,Primitive creature snow spider killed. No beast soul gained. Eat its meat to gain 0 to 10 primitive geno points.,primitive creature snow spider killed. no beast soul gained. eat its meat to gain 0 to 10 primitive geno points.,,,0.85,1.0,1.0,0.955,Primitive Creature Snow Spider Killed. No Beast Soul Gained. Eat Its Meat To Gain 0 To 10 Primitive Geno Points.,beast_soul_result,likely
converted/Super Gene/chapters/444-chapter-443-two-quarrel-and-a-third-profits-by-it.md,444,Chapter 443 : Two Quarrel and A Third Profits by It,62,Sacred-blood creature snow spider killed. No beast soul gained. Eat its meat to gain 0 to 10 sacred geno points.,sacred blood creature snow spider killed. no beast soul gained. eat its meat to gain 0 to 10 sacred geno points.,,,0.85,1.0,1.0,0.955,Sacred-Blood Creature Snow Spider Killed. No Beast Soul Gained. Eat Its Meat to Gain 0 to 10 Sacred Geno Points.,beast_soul_result,likely
converted/Super Gene/chapters/444-chapter-443-two-quarrel-and-a-third-profits-by-it.md,444,Chapter 443 : Two Quarrel and A Third Profits by It,74,Young sacred-blood creature evil-blooded condor killed. Beast soul of evil-blooded condor gained. Eat its meat to gain 0 to 10 sacred-blood geno points.,young sacred blood creature evil blooded condor killed. beast soul of evil blooded condor gained. eat its meat to gain 0 to 10 sacred blood geno points.,,,0.85,1.0,1.0,0.955,Young Sacred-Blood Creature Evil-Blooded Condor Killed. Beast Soul of Evil-Blooded Condor Gained. Eat Its Meat to Gain 0 to 10 Sacred-Blood Geno Points.,beast_soul_result,likely
converted/Super Gene/chapters/484-chapter-483-ghost-pawed-ferret.md,484,Chapter 483 : Ghost-Pawed Ferret,64,Sacred-blood creature ghost-pawed ferret killed. Beast soul of sacred-blood ghost-pawed ferret gained. Eat its meat to gain 0 to 10 sacred geno points randomly.,sacred blood creature ghost pawed ferret killed. beast soul of sacred blood ghost pawed ferret gained. eat its meat to gain 0 to 10 sacred geno points randomly.,,,0.85,1.0,1.0,0.955,Sacred-Blood Creature Ghost-Pawed Ferret Killed. Beast Soul Of Sacred-Blood Ghost-Pawed Ferret Gained. Eat Its Meat To Gain 0 To 10 Sacred Geno Points Randomly.,beast_soul_result,likely
converted/Super Gene/chapters/505-chapter-504-bluefish.md,505,Chapter 504 : Bluefish,76,Primitive creature bluefish killed. No beast soul gained. Eat its meat to gain 0 to 10 primitive geno points.,primitive creature bluefish killed. no beast soul gained. eat its meat to gain 0 to 10 primitive geno points.,,,0.85,1.0,1.0,0.955,Primitive Creature Bluefish Killed. No Beast Soul Gained. Eat Its Meat To Gain 0 To 10 Primitive Geno Points.,beast_soul_result,likely
converted/Super Gene/chapters/507-chapter-506-fighting-under-the-water.md,507,Chapter 506 : Fighting under the Water,60,Sacred-blood creature silver eel killed. Beast soul of silver eel gained. Eat its meat to gain 0 to 10 sacred geno points.,sacred blood creature silver eel killed. beast soul of silver eel gained. eat its meat to gain 0 to 10 sacred geno points.,,,0.85,1.0,1.0,0.955,Sacred-Blood Creature Silver Eel Killed. Beast Soul Of Silver Eel Gained. Eat Its Meat To Gain 0 To 10 Sacred Geno Points.,beast_soul_result,likely
converted/Super Gene/chapters/515-chapter-514-stealing.md,515,Chapter 514 : Stealing,28,Sacred-blood creature snake fish king killed. No beast soul gained. Eat its meat to gain 0 to 10 sacred geno points.,sacred blood creature snake fish king killed. no beast soul gained. eat its meat to gain 0 to 10 sacred geno points.,,,0.85,1.0,1.0,0.955,Sacred-Blood Creature Snake Fish King Killed. No Beast Soul Gained. Eat Its Meat To Gain 0 To 10 Sacred Geno Points.,beast_soul_result,likely
converted/Super Gene/chapters/520-chapter-519-hunting-on-the-bottom-of-the-lake.md,520,Chapter 519 : Hunting on the Bottom of the Lake,110,Primitive creature golden anchovy killed. Beast soul of golden anchovy gained. Eat its meat to gain 0 to 10 primitive geno points randomly.,primitive creature golden anchovy killed. beast soul of golden anchovy gained. eat its meat to gain 0 to 10 primitive geno points randomly.,,,0.85,1.0,1.0,0.955,Primitive Creature Golden Anchovy Killed. Beast Soul Of Golden Anchovy Gained. Eat Its Meat To Gain 0 To 10 Primitive Geno Points Randomly.,beast_soul_result,likely
converted/Super Gene/chapters/521-chapter-520-killing-the-golden-crab.md,521,Chapter 520 : Killing The Golden Crab,24,Snow Charmer killed primitive golden swordfish. Beast soul of golden swordfish gained. Eat its meat to gain 0 to 10 primitive geno points.,snow charmer killed primitive golden swordfish. beast soul of golden swordfish gained. eat its meat to gain 0 to 10 primitive geno points.,,,0.85,1.0,1.0,0.955,Snow Charmer Killed Primitive Golden Swordfish. Beast Soul Of Golden Swordfish Gained. Eat Its Meat To Gain 0 To 10 Primitive Geno Points.,beast_soul_result,likely
converted/Super Gene/chapters/522-chapter-521-treasure-in-the-sea.md,522,Chapter 521 : Treasure in the Sea,42,Primitive creature fire prawn killed. No beast soul gained. Eat its meat to gain 0 to 10 primitive geno points.,primitive creature fire prawn killed. no beast soul gained. eat its meat to gain 0 to 10 primitive geno points.,,,0.85,1.0,1.0,0.955,Primitive Creature Fire Prawn Killed. No Beast Soul Gained. Eat Its Meat To Gain 0 To 10 Primitive Geno Points.,beast_soul_result,likely
converted/Super Gene/chapters/522-chapter-521-treasure-in-the-sea.md,522,Chapter 521 : Treasure in the Sea,64,Mutant creature treasure scallop killed. No beast soul gained. Eat its meat to gain 0 to 10 mutant geno points.,mutant creature treasure scallop killed. no beast soul gained. eat its meat to gain 0 to 10 mutant geno points.,,,0.85,1.0,1.0,0.955,Mutant Creature Treasure Scallop Killed. No Beast Soul Gained. Eat Its Meat To Gain 0 To 10 Mutant Geno Points.,beast_soul_result,likely
converted/Super Gene/chapters/532-chapter-531-beast-soul-of-inferno-bull.md,532,Chapter 531 : Beast Soul of Inferno Bull,64,Sacred-blood creature inferno bull killed. Beast soul of inferno bull gained. Eat its meat to gain 0 to 10 sacred geno points.,sacred blood creature inferno bull killed. beast soul of inferno bull gained. eat its meat to gain 0 to 10 sacred geno points.,,,0.85,1.0,1.0,0.955,Sacred-Blood Creature Inferno Bull Killed. Beast Soul Of Inferno Bull Gained. Eat Its Meat To Gain 0 To 10 Sacred Geno Points.,beast_soul_result,likely
converted/Super Gene/chapters/762-chapter-761-bloodlust-mosquito.md,762,Chapter 761 : Bloodlust Mosquito,42,Mutant creature Bloodlust Mosquito killed. No beast soul gained. Eat the flesh of the mutant creature Bloodlust Mosquito to gain zero to ten geno points randomly.,mutant creature bloodlust mosquito killed. no beast soul gained. eat the flesh of the mutant creature bloodlust mosquito to gain zero to ten geno points randomly.,,,0.85,1.0,1.0,0.955,Mutant Creature Bloodlust Mosquito Killed. No Beast Soul Gained. Eat The Flesh Of The Mutant Creature Bloodlust Mosquito To Gain Zero To Ten Geno Points Randomly.,beast_soul_result,likely
converted/Super Gene/chapters/762-chapter-761-bloodlust-mosquito.md,762,Chapter 761 : Bloodlust Mosquito,86,Sacred-blood Bloodlust Mosquito killed. No beast soul gained. Eat the flesh of the sacred-blood creature Bloodlust Mosquito to gain zero to ten geno points randomly.,sacred blood bloodlust mosquito killed. no beast soul gained. eat the flesh of the sacred blood creature bloodlust mosquito to gain zero to ten geno points randomly.,,,0.85,1.0,1.0,0.955,Sacred-Blood Bloodlust Mosquito Killed. No Beast Soul Gained. Eat The Flesh Of The Sacred-Blood Creature Bloodlust Mosquito To Gain Zero To Ten Geno Points Randomly.,beast_soul_result,likely
converted/Super Gene/chapters/808-chapter-807-roast-goose.md,808,Chapter 807 : Roast Goose,80,Sacred-blood Creature White Goose killed. Beast soul gained. Eat its flesh to gain zero to ten sacred geno points randomly.,sacred blood creature white goose killed. beast soul gained. eat its flesh to gain zero to ten sacred geno points randomly.,,,0.85,1.0,1.0,0.955,Sacred-Blood Creature White Goose Killed. Beast Soul Gained. Eat Its Flesh To Gain Zero To Ten Sacred Geno Points Randomly.,beast_soul_result,likely
converted/Super Gene/chapters/901-chapter-900-flaming-porcupine.md,901,Chapter 900 : Flaming Porcupine,94,Ordinary Creature Flaming Porcupine killed. Beast soul gained. Consume its flesh to gain zero to ten ordinary geno points randomly.,ordinary creature flaming porcupine killed. beast soul gained. consume its flesh to gain zero to ten ordinary geno points randomly.,,,0.85,1.0,1.0,0.955,Ordinary Creature Flaming Porcupine Killed. Beast Soul Gained. Consume Its Flesh To Gain Zero To Ten Ordinary Geno Points Randomly.,beast_soul_result,likely
converted/Super Gene/chapters/902-chapter-901-arrow-beast-soul.md,902,Chapter 901 : Arrow Beast Soul,74,Ordinary Creature Tree Crab killed. No beast soul gained. Consume its flesh to gain zero to ten ordinary geno points randomly.,ordinary creature tree crab killed. no beast soul gained. consume its flesh to gain zero to ten ordinary geno points randomly.,,,0.85,1.0,1.0,0.955,Ordinary Creature Tree Crab Killed. No Beast Soul Gained. Consume Its Flesh To Gain Zero To Ten Ordinary Geno Points Randomly.,beast_soul_result,likely
converted/Super Gene/chapters/906-chapter-905-killing-iron-bug-king.md,906,Chapter 905 : Killing Iron Bug King,64,Sacred-Blood Creature Iron Bug King killed. Beast soul gained. Consume its flesh to gain zero to ten sacred geno points randomly.,sacred blood creature iron bug king killed. beast soul gained. consume its flesh to gain zero to ten sacred geno points randomly.,,,0.85,1.0,1.0,0.955,Sacred-Blood Creature Iron Bug King Killed. Beast Soul Gained. Consume Its Flesh To Gain Zero To Ten Sacred Geno Points Randomly.,beast_soul_result,likely
converted/Super Gene/chapters/908-chapter-907-wipeout.md,908,Chapter 907 : Wipeout,32,Ordinary Creature Black Iron Tiger killed. No beast soul gained. Consume its flesh to gain zero to ten ordinary geno points randomly.,ordinary creature black iron tiger killed. no beast soul gained. consume its flesh to gain zero to ten ordinary geno points randomly.,,,0.85,1.0,1.0,0.955,Ordinary Creature Black Iron Tiger Killed. No Beast Soul Gained. Consume Its Flesh To Gain Zero To Ten Ordinary Geno Points Randomly.,beast_soul_result,likely
converted/Super Gene/chapters/946-chapter-945-the-unseen-shooter.md,946,Chapter 945 : The Unseen Shooter,52,Mutant Creature Gold Thunder-Hawk killed. No beast soul gained. Consume its flesh to gain zero to ten mutant geno points randomly.,mutant creature gold thunder hawk killed. no beast soul gained. consume its flesh to gain zero to ten mutant geno points randomly.,,,0.85,1.0,1.0,0.955,Mutant Creature Gold Thunder-Hawk Killed. No Beast Soul Gained. Consume Its Flesh To Gain Zero To Ten Mutant Geno Points Randomly.,beast_soul_result,likely
converted/Super Gene/chapters/946-chapter-945-the-unseen-shooter.md,946,Chapter 945 : The Unseen Shooter,100,Mutant Creature Gold-Talon Wolf killed. Beast soul gained. Consume its flesh to gain zero to ten mutant geno points randomly.,mutant creature gold talon wolf killed. beast soul gained. consume its flesh to gain zero to ten mutant geno points randomly.,,,0.85,1.0,1.0,0.955,Mutant Creature Gold-Talon Wolf Killed. Beast Soul Gained. Consume Its Flesh To Gain Zero To Ten Mutant Geno Points Randomly.,beast_soul_result,likely
converted/Super Gene/chapters/949-chapter-948-fair-trade.md,949,Chapter 948 : Fair Trade,28,Mutant Creature Pillar Titan killed. Beast soul gained. Consume its flesh gain zero to ten mutant geno points randomly.,mutant creature pillar titan killed. beast soul gained. consume its flesh gain zero to ten mutant geno points randomly.,,,0.85,1.0,1.0,0.955,Mutant Creature Pillar Titan Killed. Beast Soul Gained. Consume Its Flesh Gain Zero To Ten Mutant Geno Points Randomly.,beast_soul_result,likely
converted/Super Gene/chapters/967-chapter-966-ability-to-control-bugs.md,967,Chapter 966 : Ability to Control Bugs,34,Mutant Creature Thorn Bug killed. No beast soul gained. Consume its flesh to gain zero to ten mutant geno points randomly.,mutant creature thorn bug killed. no beast soul gained. consume its flesh to gain zero to ten mutant geno points randomly.,,,0.85,1.0,1.0,0.955,Mutant Creature Thorn Bug Killed. No Beast Soul Gained. Consume Its Flesh To Gain Zero To Ten Mutant Geno Points Randomly.,beast_soul_result,likely
converted/Super Gene/chapters/971-chapter-970-red-eye-rabbit.md,971,Chapter 970 - Red-Eye Rabbit,92,Ordinary Creature Red-Eye Rabbit killed. No beast soul gained. Consume its flesh to gain zero to ten ordinary geno points randomly.,ordinary creature red eye rabbit killed. no beast soul gained. consume its flesh to gain zero to ten ordinary geno points randomly.,,,0.85,1.0,1.0,0.955,Ordinary Creature Red-Eye Rabbit killed. No beast soul gained. Consume its flesh to gain zero to ten ordinary geno points randomly.,beast_soul_result,likely
converted/Super Gene/chapters/1521-chapter-1520-slaying-the-ant-king.md,1521,Chapter 1520 - Slaying the Ant King,84,Super Creature Bloodthirsty Ant King killed. Beast soul gained. Geno core unobtained. Flesh inedible. Consume the Super Geno Essence to gain zero to ten super geno points.,super creature bloodthirsty ant king killed. beast soul gained. geno core unobtained. flesh inedible. consume the super geno essence to gain zero to ten super geno points.,,,1.0,0.8867,1.0,0.9343,Super Creature Bloodthirsty Ant King Killed. Beast Soul Gained. Geno Core Unobtained. Flesh Inedible. Consume the Life Geno Essence to Gain Zero to Ten Super Geno Points.,beast_soul_result,likely
converted/Super Gene/chapters/2009-chapter-2008-demon-stone-cow.md,2009,Chapter 2008 - Demon Stone Cow,26,Mutant Xenogeneic Marquise killed. Petrified Demon Cow: mutant xenogeneic gene found. Obtained mutant xenogeneic beast soul: Demon Stone Cow.,mutant xenogeneic marquise killed. petrified demon cow: mutant xenogeneic gene found. obtained mutant xenogeneic beast soul: demon stone cow.,,,0.9500000000000001,0.9049,0.9647,0.9256,Mutant Xenogeneic Marquise killed. Petrified Demon Cow: mutant xenogeneic gene found. Obtained mutant xenogeneic beast soul.,xenogeneic_gene,likely
converted/Super Gene/chapters/001-chapter-1-supergene.md,1,Chapter 1 : Supergene,24,Black beetle flesh eaten. Zero geno points gained.,black beetle flesh eaten. zero geno points gained.,,,0.75,1.0,1.0,0.925,Black Beetle Flesh Eaten. Zero Geno Points Gained.,geno_point_gain,likely
converted/Super Gene/chapters/017-chapter-17-unexpected-encounte.md,17,Chapter 17 : Unexpected Encounte,20,Primitive creature quartz scorpion killed. No beast soul gain. Eat the flesh of quartz scorpion to gain zero to ten primitive geno points.,primitive creature quartz scorpion killed. no beast soul gain. eat the flesh of quartz scorpion to gain zero to ten primitive geno points.,,,0.75,1.0,1.0,0.925,Primitive Creature Quartz Scorpion Killed. No Beast Soul Gain. Eat The Flesh Of Quartz Scorpion To Gain Zero To Ten Primitive Geno Points.,beast_soul_result,likely
converted/Super Gene/chapters/018-chapter-18-mutant-creature.md,18,Chapter 18 : Mutant Creature,32,Primitive quartz scorpion flesh eaten. Four primitive geno points gained.,primitive quartz scorpion flesh eaten. four primitive geno points gained.,,,0.75,1.0,1.0,0.925,Primitive Quartz Scorpion Flesh Eaten. Four Primitive Geno Points Gained.,geno_point_gain,likely
converted/Super Gene/chapters/1044-chapter-1043-getting-a-super-beast-soul.md,1044,Chapter 1043 - Getting a Super Beast Soul,40,Berserk Mutant Creature Devil-horn Sheep killed. No beast soul gained. This creature cannot be consumed.,berserk mutant creature devil horn sheep killed. no beast soul gained. this creature cannot be consumed.,,,0.75,1.0,1.0,0.925,Berserk Mutant Creature Devil-Horn Sheep killed. No beast soul gained. This creature cannot be consumed.,beast_soul_result,likely
converted/Super Gene/chapters/355-chapter-355-things-left-behind-by-the-deceased.md,355,Chapter 355 : Things Left behind by the Deceased,66,Super creature cloud beast killed. No beast soul gained. Life essence available. Meat inedible.,super creature cloud beast killed. no beast soul gained. life essence available. meat inedible.,,,0.75,1.0,1.0,0.925,Super Creature Cloud Beast Killed. No Beast Soul Gained. Life Essence Available. Meat Inedible.,life_essence,likely
converted/Super Gene/chapters/368-chapter-368-another-super-beast-soul.md,368,Chapter 368 : Another Super Beast Soul,66,Larva of super creature cursed wolf killed. Beast soul of cursed wolf gained. Life essence available. Meat inedible.,larva of super creature cursed wolf killed. beast soul of cursed wolf gained. life essence available. meat inedible.,,,0.75,1.0,1.0,0.925,Larva Of Super Creature Cursed Wolf Killed. Beast Soul Of Cursed Wolf Gained. Life Essence Available. Meat Inedible.,life_essence,likely
converted/Super Gene/chapters/388-chapter-387-blood-snail-beast-soul.md,388,Chapter 387 : Blood Snail Beast Soul,74,Super creature blood snail killed. Beast soul of super creature blood snail gained. Life essence available. Meat inedible.,super creature blood snail killed. beast soul of super creature blood snail gained. life essence available. meat inedible.,,,0.75,1.0,1.0,0.925,Super Creature Blood Snail Killed. Beast Soul Of Super Creature Blood Snail Gained. Life Essence Available. Meat Inedible.,life_essence,likely
converted/Super Gene/chapters/396-chapter-395-super-meat.md,396,Chapter 395 : Super Meat,62,Super creature golden growler killed. Beast soul of golden growler gained. Life essence available. Meat edible.,super creature golden growler killed. beast soul of golden growler gained. life essence available. meat edible.,,,0.75,1.0,1.0,0.925,Super Creature Golden Growler Killed. Beast Soul Of Golden Growler Gained. Life Essence Available. Meat Edible.,life_essence,likely
converted/Super Gene/chapters/406-chapter-405-the-power-of-angel.md,406,Chapter 405 : The Power of Angel,50,Super creature purgatory flower killed. No beast soul gained. Life essence available.,super creature purgatory flower killed. no beast soul gained. life essence available.,,,0.75,1.0,1.0,0.925,Super Creature Purgatory Flower Killed. No Beast Soul Gained. Life Essence Available.,life_essence,likely
converted/Super Gene/chapters/416-chapter-415-human.md,416,Chapter 415 : Human?,90,Super creature evil goblin killed. No beast soul gained. Life essence available. Meat inedible.,super creature evil goblin killed. no beast soul gained. life essence available. meat inedible.,,,0.75,1.0,1.0,0.925,Super Creature Evil Goblin Killed. No Beast Soul Gained. Life Essence Available. Meat Inedible.,life_essence,likely
converted/Super Gene/chapters/417-chapter-416-a-fortune.md,417,Chapter 416 : A Fortune,72,Super creature white jade six-legged rhinoceros killed. No beast soul gained. Life essence available. Meat inedible.,super creature white jade six legged rhinoceros killed. no beast soul gained. life essence available. meat inedible.,,,0.75,1.0,1.0,0.925,Super Creature White Jade Six-Legged Rhinoceros Killed. No Beast Soul Gained. Life Essence Available. Meat Inedible.,life_essence,likely
converted/Super Gene/chapters/421-chapter-420-preparation-before-evolution.md,421,Chapter 420 : Preparation before Evolution,28,Super creature desert bird killed. Beast soul of desert bird gained. Life essence available. Meat inedible.,super creature desert bird killed. beast soul of desert bird gained. life essence available. meat inedible.,,,0.75,1.0,1.0,0.925,Super Creature Desert Bird Killed. Beast Soul Of Desert Bird Gained. Life Essence Available. Meat Inedible.,life_essence,likely
converted/Super Gene/chapters/545-chapter-544-sea-bug.md,545,Chapter 544 : Sea Bug,76,"Mutant Creature Hunted: Poison-Spike Sea Bug. The beast soul was not acquired. Consume its flesh to obtain a random amount of mutant geno points, between zero and ten.","mutant creature hunted: poison spike sea bug. the beast soul was not acquired. consume its flesh to obtain a random amount of mutant geno points, between zero and ten.",,,0.75,1.0,1.0,0.925,"Mutant Creature Hunted: Poison-Spike Sea Bug. The Beast Soul Was Not Acquired. Consume Its Flesh To Obtain A Random Amount Of Mutant Geno Points, Between Zero And Ten.",beast_soul_result,likely
converted/Super Gene/chapters/545-chapter-544-sea-bug.md,545,Chapter 544 : Sea Bug,92,"Mutant Creature Hunted: Poison-Spike Sea Bug. The beast soul has been acquired. Consume its flesh to obtain a random numeric amount of mutant geno points, between zero and ten.","mutant creature hunted: poison spike sea bug. the beast soul has been acquired. consume its flesh to obtain a random numeric amount of mutant geno points, between zero and ten.",,,0.75,1.0,1.0,0.925,"Mutant Creature Hunted: Poison-Spike Sea Bug. The Beast Soul Has Been Acquired. Consume Its Flesh To Obtain A Random Numeric Amount Of Mutant Geno Points, Between Zero And Ten.",beast_soul_result,likely
converted/Super Gene/chapters/546-chapter-545-killing-a-sacred-blood-beneath-the-sea.md,546,Chapter 545 : Killing a Sacred-Blood Beneath the Sea,102,"Mutant Creature Hunted: sacred-blood Water Buffalo. The beast soul was not acquired. Consume its flesh to obtain a random amount of sacred geno points, between zero and ten.","mutant creature hunted: sacred blood water buffalo. the beast soul was not acquired. consume its flesh to obtain a random amount of sacred geno points, between zero and ten.",,,0.75,1.0,1.0,0.925,"Mutant Creature Hunted: Sacred-Blood Water Buffalo. the Beast Soul Was Not Acquired. Consume Its Flesh to Obtain a Random Amount of Sacred Geno Points, Between Zero and Ten.",beast_soul_result,likely
converted/Super Gene/chapters/564-chapter-563-slaying-the-snake-king.md,564,Chapter 563 : Slaying the Snake-King,64,"Sacred-Blood Creature Hunted: Silver-Eye Ice Snake King. The beast soul has been acquired. Consume its flesh to obtain a random numeric amount of sacred-blood geno points, ranging from zero to ten.","sacred blood creature hunted: silver eye ice snake king. the beast soul has been acquired. consume its flesh to obtain a random numeric amount of sacred blood geno points, ranging from zero to ten.",,,0.75,1.0,1.0,0.925,"Sacred-Blood Creature Hunted: Silver-Eye Ice Snake King. The Beast Soul Has Been Acquired. Consume Its Flesh To Obtain A Random Numeric Amount Of Sacred-Blood Geno Points, Ranging From Zero To Ten.",beast_soul_result,likely
converted/Super Gene/chapters/602-chapter-601-powerful-power.md,602,Chapter 601 : Powerful Power,26,"Sacred-Blood Creature Hunted: Mountain Lizard. The beast soul was not acquired. Consume its flesh to obtain a random numeric amount of sacred geno points, ranging from zero to ten.","sacred blood creature hunted: mountain lizard. the beast soul was not acquired. consume its flesh to obtain a random numeric amount of sacred geno points, ranging from zero to ten.",,,0.75,1.0,1.0,0.925,"Sacred-Blood Creature Hunted: Mountain Lizard. The Beast Soul Was Not Acquired. Consume Its Flesh To Obtain A Random Numeric Amount Of Sacred Geno Points, Ranging From Zero To Ten.",beast_soul_result,likely
converted/Super Gene/chapters/616-chapter-615-escaping.md,616,Chapter 615 : Escaping,26,"Super Creature Hunted: Deadeye Peacock. The beast soul has been acquired. Consume its flesh to obtain a random numeric amount of super geno points, ranging from zero to ten.","super creature hunted: deadeye peacock. the beast soul has been acquired. consume its flesh to obtain a random numeric amount of super geno points, ranging from zero to ten.",,,0.75,1.0,1.0,0.925,"Super Creature Hunted: Deadeye Peacock. The Beast Soul Has Been Acquired. Consume Its Flesh To Obtain A Random Numeric Amount Of Super Geno Points, Ranging From Zero To Ten.",beast_soul_result,likely
converted/Super Gene/chapters/627-chapter-626-raven.md,627,Chapter 626 : Raven,48,"Sacred-Blood Creature Hunted: Sky Falcon king. The beast soul was not acquired. Consume its flesh to obtain a random numeric amount of sacred geno points, ranging from zero to ten.","sacred blood creature hunted: sky falcon king. the beast soul was not acquired. consume its flesh to obtain a random numeric amount of sacred geno points, ranging from zero to ten.",,,0.75,1.0,1.0,0.925,"Sacred-Blood Creature Hunted: Sky Falcon King. The Beast Soul Was Not Acquired. Consume Its Flesh To Obtain A Random Numeric Amount Of Sacred Geno Points, Ranging From Zero To Ten.",beast_soul_result,likely
converted/Super Gene/chapters/670-chapter-669-giant-frosty-bear.md,670,Chapter 669 : Giant Frosty Bear,68,"Sacred-Blood Creature Hunted: Snow Bird. The beast soul was not acquired. Consume its flesh to obtain a random numeric amount of sacred geno points, ranging from zero to ten.","sacred blood creature hunted: snow bird. the beast soul was not acquired. consume its flesh to obtain a random numeric amount of sacred geno points, ranging from zero to ten.",,,0.75,1.0,1.0,0.925,"Sacred-Blood Creature Hunted: Snow Bird. The Beast Soul Was Not Acquired. Consume Its Flesh To Obtain A Random Numeric Amount Of Sacred Geno Points, Ranging From Zero To Ten.",beast_soul_result,likely
converted/Super Gene/chapters/697-chapter-696-ghost-butterfly.md,697,Chapter 696 : Ghost Butterfly,70,"Sacred-Blood Creature Hunted: White-Ghost Butterfly. The beast soul has not been acquired. Consume its flesh to obtain a random numeric amount of mutant geno points, ranging from zero to ten.","sacred blood creature hunted: white ghost butterfly. the beast soul has not been acquired. consume its flesh to obtain a random numeric amount of mutant geno points, ranging from zero to ten.",,,0.75,1.0,1.0,0.925,"Sacred-Blood Creature Hunted: White-Ghost Butterfly. The Beast Soul Has Not Been Acquired. Consume Its Flesh To Obtain A Random Numeric Amount Of Mutant Geno Points, Ranging From Zero To Ten.",beast_soul_result,likely
converted/Super Gene/chapters/698-chapter-697-devil-ant.md,698,Chapter 697 : Devil Ant,34,"Sacred-Blood Creature Hunted: Subterranean Devil Ant. The beast soul has not been acquired. Consume its flesh to obtain a random numeric amount of mutant geno points, ranging from zero to ten.","sacred blood creature hunted: subterranean devil ant. the beast soul has not been acquired. consume its flesh to obtain a random numeric amount of mutant geno points, ranging from zero to ten.",,,0.75,1.0,1.0,0.925,"Sacred-Blood Creature Hunted: Subterranean Devil Ant. The Beast Soul Has Not Been Acquired. Consume Its Flesh To Obtain A Random Numeric Amount Of Mutant Geno Points, Ranging From Zero To Ten.",beast_soul_result,likely
converted/Super Gene/chapters/700-chapter-699-ant-egg.md,700,Chapter 699 : Ant Egg,60,"Mutant Creature Hunted: Subterranean Devil Ant Baby. The beast soul has not been acquired. Consume its flesh to obtain a random numeric amount of mutant geno points, ranging from zero to ten.","mutant creature hunted: subterranean devil ant baby. the beast soul has not been acquired. consume its flesh to obtain a random numeric amount of mutant geno points, ranging from zero to ten.",,,0.75,1.0,1.0,0.925,"Mutant Creature Hunted: Subterranean Devil Ant Baby. The Beast Soul Has Not Been Acquired. Consume Its Flesh To Obtain A Random Numeric Amount Of Mutant Geno Points, Ranging From Zero To Ten.",beast_soul_result,likely
